Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Penetration testing framework for smart contract Blockchain","Peer-to-Peer Networking and Applications","","14","5","10.1007/s12083-020-00991-6","Akashdeep BhardwajSyed Bilal Hussian ShahAchyut ShankarMamoun AlazabManoj KumarThippa Reddy Gadekallu","2021","http://link.springer.com/article/10.1007/s12083-020-00991-6","Article"
"Chinese Social Management Cost","The Cost of Development in China","","","","10.1007/978-981-10-4175-4_16","Guangyu Hu","2017","http://link.springer.com/chapter/10.1007/978-981-10-4175-4_16","Chapter"
"Proppant Crushing Mechanisms Under Reservoir Conditions: Insights into Long-Term Integrity of Unconventional Energy Production","Natural Resources Research","","28","3","10.1007/s11053-018-9441-0","K. M. A. S. BandaraP. G. RanjithT. D. Rathnaweera","2019","http://link.springer.com/article/10.1007/s11053-018-9441-0","Article"
"The Industrial Internet and the Potentially Economically Disruptive Technologies","A Digital Framework for Industry 4.0","","","","10.1007/978-3-030-60049-5_1","Ana Landeta Echeberria","2020","http://link.springer.com/chapter/10.1007/978-3-030-60049-5_1","Chapter"
"Relational Capital and Blockchain: Can Smart Contracts Redefine the Nature of Inter-organisational Cooperation?","The Dynamics of Intellectual Capital in Current Era","","","","10.1007/978-981-16-1692-1_5","José BracheAnne Marie Zwerg-Villegas","2021","http://link.springer.com/chapter/10.1007/978-981-16-1692-1_5","Chapter"
"Fiscal Decentralization Reforms and Local Government Efficiency: An Introduction","Fiscal Decentralization Reforms","","","","10.1007/978-3-030-46758-6_1","Michal PlačekFrantišek OchranaMilan Jan PůčekJuraj Nemec","2020","http://link.springer.com/chapter/10.1007/978-3-030-46758-6_1","Chapter"
"Smart Contracts and New Technologies of Management in the Digital Environment of Organization","'Smart Technologies' for Society, State and Economy","","","","10.1007/978-3-030-59126-7_150","Vladimir V. GodinAnna E. Terekhova","2021","http://link.springer.com/chapter/10.1007/978-3-030-59126-7_150","Chapter"
"The Contribution of Sports Clubs to Public Welfare in European Societies. A Cross-National Comparative Perspective","Functions of Sports Clubs in European Societies","","","","10.1007/978-3-030-48535-1_14","Karsten Elmose-ØsterlundBjarne IbsenSiegfried NagelJeroen Scheerder","2020","http://link.springer.com/chapter/10.1007/978-3-030-48535-1_14","Chapter"
"Blockchain and investment: An Austrian approach","The Review of Austrian Economics","","34","1","10.1007/s11138-020-00504-x","Darcy W E AllenChris BergSinclair DavidsonJason Potts","2021","http://link.springer.com/article/10.1007/s11138-020-00504-x","Article"
"Human-Centric Smart Computing","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-19-5403-0","Siddhartha BhattacharyyaJyoti Sekhar BanerjeeMario Köppen","2023","http://link.springer.com/book/10.1007/978-981-19-5403-0","Book"
"Computer Safety, Reliability, and Security","Lecture Notes in Computer Science","","","","10.1007/978-3-030-26250-1","Alexander RomanovskyElena TroubitsynaDr. Ilir GashiErwin SchoitschFriedemann Bitsch","2019","http://link.springer.com/book/10.1007/978-3-030-26250-1","Book"
"European Parliament’s Political Groups in Turbulent Times","Palgrave Studies in European Union Politics","","","","10.1007/978-3-030-94012-6","Petra AhrensAnna ElomäkiJohanna Kantola","2022","http://link.springer.com/book/10.1007/978-3-030-94012-6","Book"
"Concluding Remarks","Leadership and Performance in Public Sector Networks","","","","10.1007/978-3-031-04177-8_5","Marco MastrodascioDenita CepikuFilippo Giordano","2022","http://link.springer.com/chapter/10.1007/978-3-031-04177-8_5","Chapter"
"The Applicability of Blockchain Technology in the Mobility and Logistics Domain","Towards User-Centric Transport in Europe","","","","10.1007/978-3-319-99756-8_13","Wout HofmanChristopher Brewster","2019","http://link.springer.com/chapter/10.1007/978-3-319-99756-8_13","Chapter"
"Blockchain Paradigm and Internet of Things","Wireless Personal Communications","","106","1","10.1007/s11277-019-06270-9","Valentin RakovicJovan KaramachoskiVladimir AtanasovskiLiljana Gavrilovska","2019","http://link.springer.com/article/10.1007/s11277-019-06270-9","Article"
"Mapping the values of IoT","Journal of Information Technology","","33","4","10.1057/s41265-018-0054-1","Razvan NicolescuMichael HuthPetar RadanlievDavid De Roure","2018","http://link.springer.com/article/10.1057/s41265-018-0054-1","Article"
"The Role of Cooperatives and Mutual Health Organizations in the Extension of Nondiscriminatory Universal Health Insurance in Africa","Insurance and Human Rights","","","","10.1007/978-3-030-82704-5_5","Clément LabiWilly Tadjudje","2022","http://link.springer.com/chapter/10.1007/978-3-030-82704-5_5","Chapter"
"Domestic Discourse on Civil Society and Social Capital","Social Capital Construction and Governance in Central Asia","","","","10.1057/978-1-137-52233-7_3","Murod Ismailov","2017","http://link.springer.com/chapter/10.1057/978-1-137-52233-7_3","Chapter"
"Shareholder Engagement and Custody Chains","European Business Organization Law Review","","23","3","10.1007/s40804-022-00256-0","Eilís Ferran","2022","http://link.springer.com/article/10.1007/s40804-022-00256-0","Article"
"Conceptual Discourse","Civil Society in Bangladesh","","","","10.1007/978-981-33-4404-4_2","Farhat Tasnim","2021","http://link.springer.com/chapter/10.1007/978-981-33-4404-4_2","Chapter"
"Decentralizing corporate governance? A praxeological inquiry","International Journal of Disclosure and Governance","","19","4","10.1057/s41310-022-00151-7","Scott L. MitchellMark D. PackardBrent B. Clark","2022","http://link.springer.com/article/10.1057/s41310-022-00151-7","Article"
"Role of the Voluntary Organisations: VOs’ Perspective","Voluntary Organisations and Rural Development in South Asia","","","","10.1007/978-981-16-6293-5_5","Umakanta Mohapatra","2021","http://link.springer.com/chapter/10.1007/978-981-16-6293-5_5","Chapter"
"Fostering Rural Development and Social Inclusion in East Africa: Interrogating the Role of Cooperatives","The Palgrave Handbook of Agricultural and Rural Development in Africa","","","","10.1007/978-3-030-41513-6_17","Mangasini Katundu","2020","http://link.springer.com/chapter/10.1007/978-3-030-41513-6_17","Chapter"
"Latent DIRICHLET allocation (LDA) based information modelling on BLOCKCHAIN technology: a review of trends and research patterns used in integration","Multimedia Tools and Applications","","81","25","10.1007/s11042-022-13500-z","Chetan SharmaShamneesh SharmaSakshi","2022","http://link.springer.com/article/10.1007/s11042-022-13500-z","Article"
"Α proposed organizational structure that contributes to the efficient handling of risk in an approved training organization (ATO)","SN Business & Economics","","1","7","10.1007/s43546-021-00093-2","Ayse Kucuk YilmazKonstantinos Malagas","2021","http://link.springer.com/article/10.1007/s43546-021-00093-2","Article"
"Empirical Analysis Part 2: Network Performance","Leadership and Performance in Public Sector Networks","","","","10.1007/978-3-031-04177-8_4","Marco MastrodascioDenita CepikuFilippo Giordano","2022","http://link.springer.com/chapter/10.1007/978-3-031-04177-8_4","Chapter"
"Editorial: EAIT 21 − 7 (August 2022)","Education and Information Technologies","","27","7","10.1007/s10639-022-11264-5","Arthur Tatnall","2022","http://link.springer.com/article/10.1007/s10639-022-11264-5","Article"
"The Role of Projects in the Process of Transforming Automotive Industry","Research on Project, Programme and Portfolio Management","","","","10.1007/978-3-030-60139-3_9","Reinhard Wagner","2021","http://link.springer.com/chapter/10.1007/978-3-030-60139-3_9","Chapter"
"Feminist Engagement with Gender Equality in Regional Governance","Rethinking Gender Equality in Global Governance","","","","10.1007/978-3-030-15512-4_3","Conny RoggebandAnna van der VleutenAnouka van Eerdewijk","2019","http://link.springer.com/chapter/10.1007/978-3-030-15512-4_3","Chapter"
"The World with Future Technologies (Post-COVID-19): Open Issues, Challenges, and the Road Ahead","Intelligent Interactive Multimedia Systems for e-Healthcare Applications","","","","10.1007/978-981-16-6542-4_22","A. V. Shreyas MadhavAmit Kumar Tyagi","2022","http://link.springer.com/chapter/10.1007/978-981-16-6542-4_22","Chapter"
"Framing Urban Movements, Contesting Global Capitalism and Liberal Democracy","Contested Cities and Urban Activism","","","","10.1007/978-981-13-1730-9_2","Miguel Angel Martínez López","2019","http://link.springer.com/chapter/10.1007/978-981-13-1730-9_2","Chapter"
"The EZLN and Its Emancipatory Road","Political Strategies and Social Movements in Latin America","","","","10.1007/978-3-319-90203-6_4","Leonidas Oikonomakis","2019","http://link.springer.com/chapter/10.1007/978-3-319-90203-6_4","Chapter"
"The Growth Imperative","Post-growth Politics","","","","10.1007/978-3-319-78799-2_5","Dr. Peter Ferguson","2018","http://link.springer.com/chapter/10.1007/978-3-319-78799-2_5","Chapter"
"Data Integrity, Control and Tokenization","Digital Disruption","","","","10.1007/978-3-030-54494-2_5","Bharat Vagadia","2020","http://link.springer.com/chapter/10.1007/978-3-030-54494-2_5","Chapter"
"Cooperative Social Responsibility: A Case Illustration of the Unique Character of Cooperative Governance and Its Relation to the Concept of Corporate Social Responsibility","Responsible Business in a Changing World","","","","10.1007/978-3-030-36970-5_7","Gerhard Kosinowski","2020","http://link.springer.com/chapter/10.1007/978-3-030-36970-5_7","Chapter"
"Land Consolidation: A Way of Rural Restructuring and Vitalization","Land Use Transitions and Rural Restructuring in China","","","","10.1007/978-981-15-4924-3_10","Hualou Long","2020","http://link.springer.com/chapter/10.1007/978-981-15-4924-3_10","Chapter"
"S–V","Fintech Dictionary","","","","10.1007/978-3-658-36056-6_5","Rainer AltStefan Huch","2022","http://link.springer.com/chapter/10.1007/978-3-658-36056-6_5","Chapter"
"Conflict resolution in meta-organizations: the peculiar role of arbitration","Journal of Organization Design","","6","1","10.1186/s41469-017-0013-2","Klaus HeineMaximilian Kerk","2017","http://link.springer.com/article/10.1186/s41469-017-0013-2","Article"
"Organizing for Industry 4.0","Do Machines Dream of Electric Workers?","","","","10.1007/978-3-030-83321-3_1","Fabrizio Maimone","2022","http://link.springer.com/chapter/10.1007/978-3-030-83321-3_1","Chapter"
"Health Heatmap of India: An Open Data Platform","Journal of the Indian Institute of Science","","100","4","10.1007/s41745-020-00196-z","Akshay S. DineshVarnita MathurB. R. AnsilVijay ChandruRavi ChellamAbi Tamim VanakUma RamakrishnanPrabhakar Rajagopal","2020","http://link.springer.com/article/10.1007/s41745-020-00196-z","Article"
"Exploring the Legacies of New Public Management in Europe","The Palgrave Handbook of Public Administration and Management in Europe","","","","10.1057/978-1-137-55269-3_48","Philippe Bezes","2018","http://link.springer.com/chapter/10.1057/978-1-137-55269-3_48","Chapter"
"Site selection of straw collection and storage facilities considering carbon emission reduction","Environmental Science and Pollution Research","","","","10.1007/s11356-021-15581-z","Jia MaoQi SunChanghai MaMing Tang","2021","http://link.springer.com/article/10.1007/s11356-021-15581-z","Article"
"Introduction","Energy Politics and Rural Development in Sub-Saharan Africa","","","","10.1007/978-3-319-60122-9_1","Naaborle Sackeyfio","2018","http://link.springer.com/chapter/10.1007/978-3-319-60122-9_1","Chapter"
"Entrepreneurship as a new liberal art","Small Business Economics","","52","2","10.1007/s11187-018-0099-0","Ted BakerE. Erin Powell","2019","http://link.springer.com/article/10.1007/s11187-018-0099-0","Article"
"Science Education for National Development: Indian Perspective","Science Education: A Global Perspective","","","","10.1007/978-3-319-32351-0_6","Sudhakar C. Agarkar","2017","http://link.springer.com/chapter/10.1007/978-3-319-32351-0_6","Chapter"
"Theory of Smart Contract","Sovereignty Blockchain 1.0","","","","10.1007/978-981-16-0757-8_4","Lian Yuming","2021","http://link.springer.com/chapter/10.1007/978-981-16-0757-8_4","Chapter"
"Using Smart Contracts via Blockchain Technology for Effective Cost Management in Health Services","Blockchain Economics and Financial Market Innovation","","","","10.1007/978-3-030-25275-5_21","Nihal Kalayci Oflaz","2019","http://link.springer.com/chapter/10.1007/978-3-030-25275-5_21","Chapter"
"Silver Bullets?","African Farmers, Value Chains and Agricultural Development","","","","10.1007/978-3-030-88693-6_8","Alan de BrauwErwin Bulte","2021","http://link.springer.com/chapter/10.1007/978-3-030-88693-6_8","Chapter"
"Transformations to Agriculture and Agricultural Policies in China","Reform and Development of Agriculture in China","","","","10.1007/978-981-10-3462-6_5","Zhou Li","2017","http://link.springer.com/chapter/10.1007/978-981-10-3462-6_5","Chapter"
"Community Services","Services for Aging Persons in China","","","","10.1007/978-3-030-98032-0_7","Xiaoping ShenShangyi ZhouXiulan Zhang","2022","http://link.springer.com/chapter/10.1007/978-3-030-98032-0_7","Chapter"
"Use Case: Autonomous Supply Chain Management System","Intelligent Logistics Systems for Smart Cities and Communities","","","","10.1007/978-3-030-81203-4_17","Roman Gumzej","2021","http://link.springer.com/chapter/10.1007/978-3-030-81203-4_17","Chapter"
"Women, Education and Socialisation: Transforming Gender and Power in the MST, São Paulo, Brasil","Transformative Education for Regeneration and Wellbeing","","","","10.1007/978-981-19-3258-8_18","Yvonne Corcoran-Nantes","2022","http://link.springer.com/chapter/10.1007/978-981-19-3258-8_18","Chapter"
"Morocco","Irrigation in the Mediterranean","","","","10.1007/978-3-030-03698-0_3","François MolleOumaima TanoutiNicolas Faysse","2019","http://link.springer.com/chapter/10.1007/978-3-030-03698-0_3","Chapter"
"Alternative Forms of Enterprise Within and Without Capitalism and MacIntyre","Virtue and Social Enterprise","","","","10.1007/978-3-031-14027-3_4","Geraldine Hall","2022","http://link.springer.com/chapter/10.1007/978-3-031-14027-3_4","Chapter"
"Innovative business development: identifying and supporting future radical innovators","Leadership, Education, Personality: An Interdisciplinary Journal","","2","1","10.1365/s42681-020-00008-z","Sina SchmidtDietrich von der Oelsnitz","2020","http://link.springer.com/article/10.1365/s42681-020-00008-z","Article"
"Soziale Vielfalt","","","","","10.1007/978-3-658-21090-8","Dr. Monika Pfaller-RottProf. Dr. Esperanza Gómez-HernándezProf. Dr. Hilaria Soundari","2018","http://link.springer.com/book/10.1007/978-3-658-21090-8","Book"
"Phantom state in Haiti: criminal sovereignty and the mercenary remedy","Trends in Organized Crime","","","","10.1007/s12117-022-09460-3","César NiñoCamilo González","2022","http://link.springer.com/article/10.1007/s12117-022-09460-3","Article"
"Containment Strategies for COVID-19 Pandemic: The Past and Future","COVID 19, Containment, Life, Work and Restart","","","","10.1007/978-981-19-6183-0_4","Shahana Usman AbdullaBimal Puthuvayi","2022","http://link.springer.com/chapter/10.1007/978-981-19-6183-0_4","Chapter"
"Conflict management programs in trans-disciplinary research projects: the case of a food security project in Tanzania","Food Security","","9","6","10.1007/s12571-016-0643-1","Katharina LöhrChristian HochmuthFrieder GraefJane WamburaStefan Sieber","2017","http://link.springer.com/article/10.1007/s12571-016-0643-1","Article"
"Digitale Transformation der Organisation","","","","","10.1007/978-3-658-28630-9","Prof. Dr. Kai Reinhardt","2020","http://link.springer.com/book/10.1007/978-3-658-28630-9","Book"
"Blockchain","Edition HMD","","","","10.1007/978-3-658-28006-2","Prof. Dr. Hans-Georg FillProf. Dr. Andreas Meier","2020","http://link.springer.com/book/10.1007/978-3-658-28006-2","Book"
"Corruption Networks","Understanding Complex Systems","","","","10.1007/978-3-030-81484-7","Assoc. Prof. Oscar M. GranadosJosé R. Nicolás-Carlock","2021","http://link.springer.com/book/10.1007/978-3-030-81484-7","Book"
"Formal Methods","Lecture Notes in Computer Science","","","","10.1007/978-3-030-90870-6","Prof. Dr. Marieke HuismanCorina PăsăreanuNaijun Zhan","2021","http://link.springer.com/book/10.1007/978-3-030-90870-6","Book"
"State of Disorder","Contestations in Contemporary Southeast Asia","","","","10.1007/978-981-16-3663-9","Dr. Abdil Mughis Mudhoffir","2022","http://link.springer.com/book/10.1007/978-981-16-3663-9","Book"
"The Representation of Workers in the Digital Era","Dynamics of Virtual Work","","","","10.1007/978-3-031-04652-0","Raquel RegoHermes Augusto Costa","2022","http://link.springer.com/book/10.1007/978-3-031-04652-0","Book"
"Advocacy NGOs and the Neoliberal Pacification of the Demands of the Street","","","","","10.1007/978-3-030-76514-9","Dr. Juan Francisco Palma Carvajal","2021","http://link.springer.com/book/10.1007/978-3-030-76514-9","Book"
"HCI for Cybersecurity, Privacy and Trust","Lecture Notes in Computer Science","","","","10.1007/978-3-031-05563-8","Abbas Moallem","2022","http://link.springer.com/book/10.1007/978-3-031-05563-8","Book"
"Financial Technology and the Law","Law, Governance and Technology Series","","","","10.1007/978-3-030-88036-1","Dr. Doron GoldbarshtLouis de Koker","2022","http://link.springer.com/book/10.1007/978-3-030-88036-1","Book"
"Cyber Technological Paradigms and Threat Landscape in India","","","","","10.1007/978-981-16-9128-7","Ramnath Reghunadhan","2022","http://link.springer.com/book/10.1007/978-981-16-9128-7","Book"
"Financial Cryptography and Data Security","Lecture Notes in Computer Science","","","","10.1007/978-3-662-64331-0","Prof. Nikita BorisovClaudia Diaz","2021","http://link.springer.com/book/10.1007/978-3-662-64331-0","Book"
"History of the Development of Competencies for Disaster Nursing","Disaster Nursing, Primary Health Care and Communication in Uncertainty","","","","10.1007/978-3-030-98297-3_9","Sakiko KanbaraAiko Yamamoto","2022","http://link.springer.com/chapter/10.1007/978-3-030-98297-3_9","Chapter"
"Organizational Structuralism for a New Ethics of Organizations (and Not Only)","Organizational Structuralism","","","","10.1007/978-3-031-16049-3_15","Kostas Langas","2023","http://link.springer.com/chapter/10.1007/978-3-031-16049-3_15","Chapter"
"Challenges Faced by Science Journalists and Communicators Working in Vernacular Languages and Insights Pertaining to Science Communication Courses","Bridging the Communication Gap in Science and Technology","","","","10.1007/978-981-10-1025-5_13","Nimish Kapoor","2017","http://link.springer.com/chapter/10.1007/978-981-10-1025-5_13","Chapter"
"Which urban communities are susceptible to COVID-19? An empirical study through the lens of community resilience","BMC Public Health","","22","1","10.1186/s12889-021-12419-8","Chunyu ShiLiao LiaoHuan LiZhenhua Su","2022","http://link.springer.com/article/10.1186/s12889-021-12419-8","Article"
"An Old or New Urban Issue?","Warsaw Housing Cooperative","","","","10.1007/978-3-030-23077-7_6","Magdalena Matysek-Imielińska","2020","http://link.springer.com/chapter/10.1007/978-3-030-23077-7_6","Chapter"
"NGOs under Neoliberal Governance","Advocacy NGOs and the Neoliberal Pacification of the Demands of the Street","","","","10.1007/978-3-030-76514-9_2","Juan Francisco Palma Carvajal","2021","http://link.springer.com/chapter/10.1007/978-3-030-76514-9_2","Chapter"
"A tale of two civilizations in the era of Facebook and blockchain","Small Business Economics","","49","4","10.1007/s11187-017-9949-4","Hernando de Soto","2017","http://link.springer.com/article/10.1007/s11187-017-9949-4","Article"
"Governance and Privacy Issues from the Internet of Value","Enabling the Internet of Value","","","","10.1007/978-3-030-78184-2_17","Mike Brookbanks","2022","http://link.springer.com/chapter/10.1007/978-3-030-78184-2_17","Chapter"
"The Bangladesh Pension System","International Comparison of Pension Systems","","","","10.1007/978-981-19-6446-6_10","Muhammad Ziaulhaq MamunMd. Zahid Hossain","2022","http://link.springer.com/chapter/10.1007/978-981-19-6446-6_10","Chapter"
"A Major Legal Issue in the Post-Wenchuan Earthquake Restoration and Reconstruction: From the Perspective of “Property Donation” in Beichuan Old County","Build Back Better","","","","10.1007/978-981-16-5979-9_2","Jianping Wang","2021","http://link.springer.com/chapter/10.1007/978-981-16-5979-9_2","Chapter"
"Local Government/Governance System in Nigeria","Nigerian Politics","","","","10.1007/978-3-030-50509-7_9","Toyin AbeFemi Omotoso","2021","http://link.springer.com/chapter/10.1007/978-3-030-50509-7_9","Chapter"
"Leveraging Artificial Intelligence for Enforcing Competition in the Digital Economy","From the Internet of Things to the Internet of Ideas: The Role of Artificial Intelligence","","","","10.1007/978-3-031-17746-0_33","Syed Mohammad YawarRahul Shaw","2023","http://link.springer.com/chapter/10.1007/978-3-031-17746-0_33","Chapter"
"Political and Institutional Transformationsinstitutional politicslocal governmentinstitutional politicsState restructuring","Making the Middle-class City","","","","10.1057/978-1-137-55493-2_5","Willem BotermanWouter van Gent","2023","http://link.springer.com/chapter/10.1057/978-1-137-55493-2_5","Chapter"
"Distributed Ledger Technology","Intelligent Internet of Things","","","","10.1007/978-3-030-30367-9_8","Xing LiuBahar FarahaniFarshad Firouzi","2020","http://link.springer.com/chapter/10.1007/978-3-030-30367-9_8","Chapter"
"Digital Politics, GDPR, and AI","Political, Economic and Legal Effects of Artificial Intelligence","","","","10.1007/978-3-030-94736-1_11","Georgios I. Zekos","2022","http://link.springer.com/chapter/10.1007/978-3-030-94736-1_11","Chapter"
"Civic Engagement and Quality of Life","The Quality of Life in Contemporary China","","","","10.1007/978-981-16-7021-3_5","Yan Cui","2022","http://link.springer.com/chapter/10.1007/978-981-16-7021-3_5","Chapter"
"When CI and Decentralized Systems Effectively Meet Smart Cities and Grids","Smart and Digital Cities","","","","10.1007/978-3-030-12255-3_15","Vitor N. CoelhoYuri B. GabrichThays A. OliveiraLuiz S. OchiAlexandre C. BarbosaIgor M. Coelho","2019","http://link.springer.com/chapter/10.1007/978-3-030-12255-3_15","Chapter"
"Autonomy of Public Hospitals in Pakistan in the Time of Covid-19: A Policy Perspective","Public Sector Reforms in Pakistan","","","","10.1007/978-3-030-96825-0_4","Muhammad Fayyaz Nazir","2022","http://link.springer.com/chapter/10.1007/978-3-030-96825-0_4","Chapter"
"Analysing Inter-organisational Relations","The EU's Power in Inter-Organisational Relations","","","","10.1057/978-1-137-40908-9_2","Hanna Ojanen","2018","http://link.springer.com/chapter/10.1057/978-1-137-40908-9_2","Chapter"
"Educating Adolescents in India: Challenges and a Proposed Roadmap","Educating Adolescents Around the Globe","","","","10.1007/978-3-030-37900-1_3","Mansa PandeSonia Relia","2020","http://link.springer.com/chapter/10.1007/978-3-030-37900-1_3","Chapter"
"Construction of English Learning Community in the Smart City Environment","The 2020 International Conference on Machine Learning and Big Data Analytics for IoT Security and Privacy","","","","10.1007/978-3-030-62746-1_82","Liying Gao","2021","http://link.springer.com/chapter/10.1007/978-3-030-62746-1_82","Chapter"
"The complexity of scaling up an mHealth intervention: the case of SMS for Life in Tanzania from a health systems integration perspective","BMC Health Services Research","","21","1","10.1186/s12913-021-06285-8","Carmen Sant FruchtmanSelemani MbuyitaMary Mwanyika-SandoMarcel BraunDon de SavignyDaniel Cobos Muñoz","2021","http://link.springer.com/article/10.1186/s12913-021-06285-8","Article"
"Colombia","Encyclopedia of Latin American Religions","","","","10.1007/978-3-319-27078-4_344","Sandra M. Rios Oyola","2019","http://link.springer.com/referenceworkentry/10.1007/978-3-319-27078-4_344","ReferenceWorkEntry"
"Introduction: A World in Motion","A History of Organizational Change","","","","10.1007/978-3-030-48270-1_1","Hans Erik Næss","2020","http://link.springer.com/chapter/10.1007/978-3-030-48270-1_1","Chapter"
"Concentration despite competition: The organizational ecology of technical assistance providers","The Review of International Organizations","","15","1","10.1007/s11558-018-9322-7","Jean-Frédéric Morin","2020","http://link.springer.com/article/10.1007/s11558-018-9322-7","Article"
"International Strategic Alliance","International Business Management","","","","10.1007/978-3-319-96622-9_7","Kamal FatehiJeongho Choi","2019","http://link.springer.com/chapter/10.1007/978-3-319-96622-9_7","Chapter"
"The Possibilities of the Optimization of Managing Organizations of Education Sector","Eurasian Business and Economics Perspectives","","","","10.1007/978-3-030-85304-4_6","Zuzana StoličnáJana Barjaková","2021","http://link.springer.com/chapter/10.1007/978-3-030-85304-4_6","Chapter"
"Decentralization and Public Service Delivery in Ghana’s Fourth Republic","Energy Politics and Rural Development in Sub-Saharan Africa","","","","10.1007/978-3-319-60122-9_2","Naaborle Sackeyfio","2018","http://link.springer.com/chapter/10.1007/978-3-319-60122-9_2","Chapter"
"Economic Perspectives on the Governance of Blockchains","Handbook on Blockchain","","","","10.1007/978-3-031-07535-3_22","Ilia MurtazashviliMartin Weiss","2022","http://link.springer.com/chapter/10.1007/978-3-031-07535-3_22","Chapter"
"Disaster Emergency Management and Response","Disaster Risk Science","","","","10.1007/978-981-13-6689-5_9","Peijun Shi","2019","http://link.springer.com/chapter/10.1007/978-981-13-6689-5_9","Chapter"
"A Controlled Economic Liberalization","Understanding the Persistence of Competitive Authoritarianism in Algeria","","","","10.1007/978-3-031-05102-9_5","Dalia Ghanem","2022","http://link.springer.com/chapter/10.1007/978-3-031-05102-9_5","Chapter"
"Revolutionising Economic and Democratic Systems","Revolutionizing Economic and Democratic Systems","","","","10.1007/978-3-319-40633-6_2","Kenneth Nordberg","2017","http://link.springer.com/chapter/10.1007/978-3-319-40633-6_2","Chapter"
"Welfare society and welfare state in the Japanese-type discourse on civil society","Evolutionary and Institutional Economics Review","","16","2","10.1007/s40844-019-00135-3","Nanako Fujita","2019","http://link.springer.com/article/10.1007/s40844-019-00135-3","Article"
"Performance in Higher Education Institutions and Its Variations in Nordic Policy","Reforms, Organizational Change and Performance in Higher Education","","","","10.1007/978-3-030-11738-2_2","Jussi KivistöElias PekkolaLaila Nordstrand BergHanne Foss HansenLars GeschwindAnu Lyytinen","2019","http://link.springer.com/chapter/10.1007/978-3-030-11738-2_2","Chapter"
"Management of Smart City in Lens of Viable System Approach","Advances in the Human Side of Service Engineering","","","","10.1007/978-3-030-80840-2_11","Leonard WalletzkýLuca CarrubboFrantiška Romanovská","2021","http://link.springer.com/chapter/10.1007/978-3-030-80840-2_11","Chapter"
"Knowledge Life Cycle Management as a Key Aspect of Digitalization","Knowledge Discovery, Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-030-66196-0_20","Eduard BabkinTanja PoletaevaBoris Ulitin","2020","http://link.springer.com/chapter/10.1007/978-3-030-66196-0_20","Chapter"
"Transaction costs in the evolution of transnational polycentric governance","International Environmental Agreements: Politics, Law and Economics","","17","5","10.1007/s10784-016-9335-8","Caleb Gallemore","2017","http://link.springer.com/article/10.1007/s10784-016-9335-8","Article"
"Considerations on Urban–Rural Relationship and Planning Philosophy from the Perspective of Rural Planning in Contemporary China–Discussion on the Existing Problems in Rural Planning Education","Human-Centered Urban Planning and Design in China: Volume I","","","","10.1007/978-3-030-83856-0_14","Yang FanZhou TianyangZhu Jiehao","2021","http://link.springer.com/chapter/10.1007/978-3-030-83856-0_14","Chapter"
"Power, Legitimating Discourses and Institutional Resistance to Gender Equality in Higher Education","Gender, Power and Higher Education in a Globalised World","","","","10.1007/978-3-030-69687-0_9","Pat O’ConnorKate White","2021","http://link.springer.com/chapter/10.1007/978-3-030-69687-0_9","Chapter"
"The Construction of China’s State System","The Modernization of China’s State Governance","","","","10.1007/978-981-10-3370-4_1","Angang HuXiao TangZhusong YangYilong Yan","2017","http://link.springer.com/chapter/10.1007/978-981-10-3370-4_1","Chapter"
"Security, Trust and the Future of the BBC World Service","BBC World Service","","","","10.1057/978-1-137-31855-8_7","Gordon JohnstonEmma Robertson","2019","http://link.springer.com/chapter/10.1057/978-1-137-31855-8_7","Chapter"
"Language and Educational Language Policy in Youth Education: Junior and Senior Secondary Education","Macau’s Languages in Society and Education","","","","10.1007/978-3-030-68265-1_7","Andrew J. Moody","2021","http://link.springer.com/chapter/10.1007/978-3-030-68265-1_7","Chapter"
"Policy and Analyses","Macroeconomic Policy in India Since the Global Financial Crisis","","","","10.1007/978-981-19-1276-4_6","Sebastian Morris","2022","http://link.springer.com/chapter/10.1007/978-981-19-1276-4_6","Chapter"
"The “Leadership” and “Dominant Role” of Grassroots Democracy","The Politics of Peasants","","","","10.1007/978-981-10-4341-3_16","Shukai Zhao","2017","http://link.springer.com/chapter/10.1007/978-981-10-4341-3_16","Chapter"
"Resilience of Critical Infrastructures: Benefits and Challenges from Emerging Practices and Programmes at Local Level","Resilience and Risk","","","","10.1007/978-94-024-1123-2_8","Paolo TruccoBoris Petrenj","2017","http://link.springer.com/chapter/10.1007/978-94-024-1123-2_8","Chapter"
"Modernization of State Governance","The Modernization of China’s State Governance","","","","10.1007/978-981-10-3370-4_3","Angang HuXiao TangZhusong YangYilong Yan","2017","http://link.springer.com/chapter/10.1007/978-981-10-3370-4_3","Chapter"
"Digital Strategy","Strategy in Action","","","","10.1007/978-3-030-94759-0_12","Angel Gavieiro Besteiro","2022","http://link.springer.com/chapter/10.1007/978-3-030-94759-0_12","Chapter"
"Blockchain and Risk in Supply Chain Management","Dynamics in Logistics","","","","10.1007/978-3-030-44783-0_15","Rami AlkhudaryXavier BrussetPierre Fenies","2020","http://link.springer.com/chapter/10.1007/978-3-030-44783-0_15","Chapter"
